https://www.aozora.gr.jp/gaiji/2-13/2-13-47.png,「てへん＋掌」、第4水準2-13-47
https://www.aozora.gr.jp/gaiji/1-84/1-84-94.png,「てへん＋僉」、第3水準1-84-94
https://www.aozora.gr.jp/gaiji/1-14/1-14-76.png,「勹／夕」、第3水準1-14-76
https://www.aozora.gr.jp/gaiji/1-02/1-02-22.png,二の字点、1-2-22
https://www.aozora.gr.jp/gaiji/2-85/2-85-13.png,「敖／耳」、第4水準2-85-13
https://www.aozora.gr.jp/gaiji/1-14/1-14-76.png,「勹＜夕」、第3水準1-14-76
https://www.aozora.gr.jp/gaiji/1-85/1-85-07.png,「てへん＋黨」、第3水準1-85-7
https://www.aozora.gr.jp/gaiji/2-12/2-12-11.png,「廴＋囘」、第4水準2-12-11
https://www.aozora.gr.jp/gaiji/1-15/1-15-23.png,「口＋愛」、第3水準1-15-23
https://www.aozora.gr.jp/gaiji/2-78/2-78-12.png,「てへん＋毟」、第4水準2-78-12
https://www.aozora.gr.jp/gaiji/1-88/1-88-85.png,「目＋爭」、第3水準1-88-85
https://www.aozora.gr.jp/gaiji/1-13/1-13-21.png,ローマ数字1、1-13-21
https://www.aozora.gr.jp/gaiji/2-89/2-89-30.png,「足へん＋寿」、第4水準2-89-30
https://www.aozora.gr.jp/gaiji/2-94/2-94-57.png,「麾」の「毛」にかえて「公」の右上の欠けたもの、第4水準2-94-57
https://www.aozora.gr.jp/gaiji/1-07/1-07-84.png,濁点付き片仮名ヱ、1-7-84
https://www.aozora.gr.jp/gaiji/1-08/1-08-78.png,感嘆符疑問符、1-8-78
https://www.aozora.gr.jp/gaiji/1-88/1-88-24.png,「王＋連」、第3水準1-88-24
https://www.aozora.gr.jp/gaiji/2-78/2-78-61.png,「さんずい＋参」、第4水準2-78-61
https://www.aozora.gr.jp/gaiji/1-08/1-08-77.png,疑問符感嘆符、1-8-77
https://www.aozora.gr.jp/gaiji/1-92/1-92-36.png,「足へん＋宛」、第3水準1-92-36
https://www.aozora.gr.jp/gaiji/1-94/1-94-06.png,「需＋頁」、第3水準1-94-6
https://www.aozora.gr.jp/gaiji/2-83/2-83-40.png,「竹かんむり／銭のつくり」、第4水準2-83-40
https://www.aozora.gr.jp/gaiji/1-08/1-08-75.png,感嘆符二つ、1-8-75
https://www.aozora.gr.jp/gaiji/1-09/1-09-58.png,ダイエレシス付きA小文字
https://www.aozora.gr.jp/gaiji/1-47/1-47-78.png,「山＋険のつくり」、第3水準1-47-78
https://www.aozora.gr.jp/gaiji/2-13/2-13-28.png,「插」でつくりの縦棒が下に突き抜けている、第4水準2-13-28
https://www.aozora.gr.jp/gaiji/1-86/1-86-22.png,「木＋解」、第3水準1-86-22
https://www.aozora.gr.jp/gaiji/1-47/1-47-62.png,「兀のにょうの形＋王」、第3水準1-47-62
https://www.aozora.gr.jp/gaiji/1-84/1-84-77.png,「てへん＋劣」、第3水準1-84-77
https://www.aozora.gr.jp/gaiji/2-93/2-93-92.png,「鑞」の「金」に変えて「魚」、第4水準2-93-92
https://www.aozora.gr.jp/gaiji/1-85/1-85-32.png,「日／咎」、第3水準1-85-32
https://www.aozora.gr.jp/gaiji/1-88/1-88-55.png,「やまいだれ＋票」、第3水準1-88-55
https://www.aozora.gr.jp/gaiji/2-88/2-88-74.png,「言＋墟のつくり」、第4水準2-88-74
https://www.aozora.gr.jp/gaiji/1-84/1-84-45.png,「りっしんべん＋兄」、第3水準1-84-45
https://www.aozora.gr.jp/gaiji/1-92/1-92-46.png,「車＋（而／大）」、第3水準1-92-46
https://www.aozora.gr.jp/gaiji/1-92/1-92-37.png,「足へん＋倍のつくり」、第3水準1-92-37
https://www.aozora.gr.jp/gaiji/1-14/1-14-40.png,「にんべん＋就」、第3水準1-14-40
https://www.aozora.gr.jp/gaiji/1-92/1-92-55.png,「二点しんにょう＋向」、第3水準1-92-55
https://www.aozora.gr.jp/gaiji/1-93/1-93-39.png,「金＋肅」、第3水準1-93-39
https://www.aozora.gr.jp/gaiji/1-89/1-89-60.png,「筑」の「凡」に代えて「卩」、第3水準1-89-60
https://www.aozora.gr.jp/gaiji/1-07/1-07-82.png,濁点付き片仮名ワ、1-7-82
https://www.aozora.gr.jp/gaiji/1-90/1-90-51.png,「鍔」の「金」に代えて「月」、第3水準1-90-51
https://www.aozora.gr.jp/gaiji/1-86/1-86-31.png,「肄のへん＋欠」、第3水準1-86-31
https://www.aozora.gr.jp/gaiji/1-91/1-91-25.png,「くさかんむり／（豕のにょうの形＋生）」、第3水準1-91-25
https://www.aozora.gr.jp/gaiji/2-85/2-85-37.png,「月＋俘のつくり」、第4水準2-85-37
https://www.aozora.gr.jp/gaiji/1-09/1-09-63.png,アキュートアクセント付きE小文字
https://www.aozora.gr.jp/gaiji/1-09/1-09-78.png,グレーブアクセント付きU小文字
https://www.aozora.gr.jp/gaiji/2-80/2-80-03.png,「火＋焦」、第4水準2-80-3
https://www.aozora.gr.jp/gaiji/1-94/1-94-07.png,「風にょう＋昜」、第3水準1-94-7
https://www.aozora.gr.jp/gaiji/1-09/1-09-64.png,サーカムフレックスアクセント付きE小文字
https://www.aozora.gr.jp/gaiji/1-09/1-09-62.png,グレーブアクセント付きE小文字
https://www.aozora.gr.jp/gaiji/2-01/2-01-77.png,「にんべん＋倉」、第4水準2-1-77
https://www.aozora.gr.jp/gaiji/1-86/1-86-31.png,「肄」の「聿」に代えて「欠」、第3水準1-86-31
https://www.aozora.gr.jp/gaiji/2-91/2-91-94.png,「靜のへん＋定」、第4水準2-91-94
https://www.aozora.gr.jp/gaiji/2-08/2-08-83.png,「巾＋白」、第4水準2-8-83
https://www.aozora.gr.jp/gaiji/2-91/2-91-94.png,「靜」の「爭」に代えて「定」、第4水準2-91-94
https://www.aozora.gr.jp/gaiji/1-13/1-13-22.png,ローマ数字2、1-13-22
https://www.aozora.gr.jp/gaiji/1-90/1-90-38.png,「耒＋禺」、第3水準1-90-38
https://www.aozora.gr.jp/gaiji/2-05/2-05-75.png,「女＋章」、第4水準2-5-75
https://www.aozora.gr.jp/gaiji/1-94/1-94-75.png,「鹿／章」、第3水準1-94-75
https://www.aozora.gr.jp/gaiji/1-91/1-91-26.png,「藹」の「言」に代えて「月」、第3水準1-91-26
https://www.aozora.gr.jp/gaiji/1-89/1-89-50.png,「穴かんむり／目」、第3水準1-89-50
https://www.aozora.gr.jp/gaiji/2-93/2-93-86.png,「魚＋雷」、第4水準2-93-86
https://www.aozora.gr.jp/gaiji/1-84/1-84-22.png,「弓＋享」、第3水準1-84-22
https://www.aozora.gr.jp/gaiji/1-15/1-15-29.png,「口＋陟のつくり＋頁」、第3水準1-15-29
https://www.aozora.gr.jp/gaiji/1-87/1-87-25.png,「さんずい＋（壥－土へん－厂）」、第3水準1-87-25
https://www.aozora.gr.jp/gaiji/1-91/1-91-60.png,「虫＋原」、第3水準1-91-60
https://www.aozora.gr.jp/gaiji/1-92/1-92-88.png,「酉＋榲のつくり」、第3水準1-92-88
https://www.aozora.gr.jp/gaiji/1-92/1-92-88.png,「酉＋慍のつくり」、第3水準1-92-88
https://www.aozora.gr.jp/gaiji/2-81/2-81-77.png,「やまいだれ＋隱」、第4水準2-81-77
https://www.aozora.gr.jp/gaiji/1-86/1-86-67.png,「さんずい＋兆」、第3水準1-86-67
https://www.aozora.gr.jp/gaiji/1-88/1-88-47.png,「やまいだれ＋坐」、第3水準1-88-47
https://www.aozora.gr.jp/gaiji/1-92/1-92-56.png,「二点しんにょう＋官」、第3水準1-92-56
https://www.aozora.gr.jp/gaiji/1-12/1-12-94.png,アステリズム、1-12-94
https://www.aozora.gr.jp/gaiji/2-85/2-85-45.png,「月＋叟」、第4水準2-85-45
https://www.aozora.gr.jp/gaiji/1-88/1-88-81.png,「目＋匡」、第3水準1-88-81
https://www.aozora.gr.jp/gaiji/1-90/1-90-45.png,「月＋各」、第3水準1-90-45
https://www.aozora.gr.jp/gaiji/2-03/2-03-26.png,「宛＋りっとう」、第4水準2-3-26
https://www.aozora.gr.jp/gaiji/1-02/1-02-54.png,始め二重括弧、1-2-54
https://www.aozora.gr.jp/gaiji/2-93/2-93-74.png,「魚＋條」、第4水準2-93-74
https://www.aozora.gr.jp/gaiji/2-85/2-85-45.png,「月＋溲のつくり」、第4水準2-85-45
https://www.aozora.gr.jp/gaiji/2-79/2-79-92.png,「火＋二点しんにょうの逢」、第4水準2-79-92
https://www.aozora.gr.jp/gaiji/1-15/1-15-25.png,「口＋會」、第3水準1-15-25
https://www.aozora.gr.jp/gaiji/1-94/1-94-84.png,「鼬」の「由」に代えて「晏」、第3水準1-94-84
https://www.aozora.gr.jp/gaiji/2-92/2-92-68.png,「飮のへん＋稻のつくり」、第4水準2-92-68
https://www.aozora.gr.jp/gaiji/2-89/2-89-74.png,「しんにょう」、第4水準2-89-74
https://www.aozora.gr.jp/gaiji/1-14/1-14-87.png,「口＋云」、第3水準1-14-87
https://www.aozora.gr.jp/gaiji/2-05/2-05-68.png,「女＋冒」、第4水準2-5-68
https://www.aozora.gr.jp/gaiji/2-79/2-79-07.png,「さんずい＋（匚＜隹）」、第4水準2-79-7
https://www.aozora.gr.jp/gaiji/1-85/1-85-86.png,「木＋眉」、第3水準1-85-86
https://www.aozora.gr.jp/gaiji/1-85/1-85-31.png,「析／日」、第3水準1-85-31
https://www.aozora.gr.jp/gaiji/2-12/2-12-11.png,「えんにょう＋囘」、第4水準2-12-11
https://www.aozora.gr.jp/gaiji/2-92/2-92-57.png,「食＋尭」、第4水準2-92-57
https://www.aozora.gr.jp/gaiji/1-09/1-09-90.png,マクロン付きA小文字
https://www.aozora.gr.jp/gaiji/1-92/1-92-47.png,「車＋酋」、第3水準1-92-47
https://www.aozora.gr.jp/gaiji/1-09/1-09-74.png,サーカムフレックスアクセント付きO小文字
https://www.aozora.gr.jp/gaiji/2-78/2-78-35.png,「さんずい＋卯」、第4水準2-78-35
https://www.aozora.gr.jp/gaiji/1-90/1-90-47.png,「月＋昔」、第3水準1-90-47
https://www.aozora.gr.jp/gaiji/2-91/2-91-56.png,「門＜困」、第4水準2-91-56
https://www.aozora.gr.jp/gaiji/1-13/1-13-25.png,ローマ数字5、1-13-25
https://www.aozora.gr.jp/gaiji/1-87/1-87-06.png,「さんずい＋猗」、第3水準1-87-6
https://www.aozora.gr.jp/gaiji/2-87/2-87-40.png,「虫＋召」、第4水準2-87-40
https://www.aozora.gr.jp/gaiji/1-87/1-87-48.png,「火＋欣」、第3水準1-87-48
https://www.aozora.gr.jp/gaiji/2-87/2-87-52.png,「虫＋廷」、第4水準2-87-52
https://www.aozora.gr.jp/gaiji/2-13/2-13-65.png,「奇＋支」、第4水準2-13-65
https://www.aozora.gr.jp/gaiji/1-09/1-09-76.png,ダイエレシス付きO小文字
https://www.aozora.gr.jp/gaiji/1-03/1-03-92.png,二分ダーシ、1-3-92
https://www.aozora.gr.jp/gaiji/2-04/2-04-39.png,「口＋僉」、第4水準2-4-39
https://www.aozora.gr.jp/gaiji/2-15/2-15-30.png,「士／冖／石／木」、第4水準2-15-30
https://www.aozora.gr.jp/gaiji/1-93/1-93-06.png,「拔」の「てへん」に代えて「金」、第3水準1-93-6
https://www.aozora.gr.jp/gaiji/1-91/1-91-15.png,「くさかんむり／朔」、第3水準1-91-15
https://www.aozora.gr.jp/gaiji/1-94/1-94-21.png,「骨＋低のつくり」、第3水準1-94-21
https://www.aozora.gr.jp/gaiji/1-09/1-09-19.png,4分の1、1-9-19
https://www.aozora.gr.jp/gaiji/1-06/1-06-90.png,小書き片仮名ラ、1-6-90
https://www.aozora.gr.jp/gaiji/2-79/2-79-21.png,「瀟－くさかんむり」、第4水準2-79-21
https://www.aozora.gr.jp/gaiji/1-94/1-94-50.png,「魚＋覃」、第3水準1-94-50
https://www.aozora.gr.jp/gaiji/2-05/2-05-87.png,「子の一が右半分だけ」、第4水準2-5-87
https://www.aozora.gr.jp/gaiji/1-06/1-06-81.png,小書き片仮名ト、1-6-81
https://www.aozora.gr.jp/gaiji/1-84/1-84-80.png,「てへん＋宛」、第3水準1-84-80
https://www.aozora.gr.jp/gaiji/1-14/1-14-04.png,「十－一」、第3水準1-14-4
https://www.aozora.gr.jp/gaiji/1-15/1-15-26.png,「口＋齒」、第3水準1-15-26
https://www.aozora.gr.jp/gaiji/1-91/1-91-71.png,「虫＋獵のつくり」、第3水準1-91-71
https://www.aozora.gr.jp/gaiji/2-79/2-79-59.png,「宀／火」、第4水準2-79-59
https://www.aozora.gr.jp/gaiji/1-07/1-07-83.png,濁点付き片仮名ヰ、1-7-83
https://www.aozora.gr.jp/gaiji/1-15/1-15-18.png,「口＋喜」、第3水準1-15-18
https://www.aozora.gr.jp/gaiji/1-92/1-92-80.png,「登＋おおざと」、第3水準1-92-80
https://www.aozora.gr.jp/gaiji/2-94/2-94-51.png,「（鹿－比）の、まだれ右下の縦画二本を下に延ばし、左右にはらいを添える」、第4水準2-94-51
https://www.aozora.gr.jp/gaiji/2-03/2-03-54.png,「丞／（厄－厂）」、第4水準2-3-54
https://www.aozora.gr.jp/gaiji/1-84/1-84-33.png,「彳＋尚」、第3水準1-84-33
https://www.aozora.gr.jp/gaiji/2-04/2-04-05.png,「口＋阿」、第4水準2-4-5
https://www.aozora.gr.jp/gaiji/1-87/1-87-42.png,「火＋共」、第3水準1-87-42
https://www.aozora.gr.jp/gaiji/1-88/1-88-91.png,「目＋登」、第3水準1-88-91
https://www.aozora.gr.jp/gaiji/1-84/1-84-33.png,「彳＋淌のつくり」、第3水準1-84-33
https://www.aozora.gr.jp/gaiji/2-81/2-81-91.png,「目＋句」、第4水準2-81-91
https://www.aozora.gr.jp/gaiji/1-87/1-87-83.png,「王＋干」、第3水準1-87-83
https://www.aozora.gr.jp/gaiji/2-94/2-94-57.png,「麻／（ノ＋ム）」、第4水準2-94-57
https://www.aozora.gr.jp/gaiji/1-03/1-03-28.png,歌記号、1-3-28
https://www.aozora.gr.jp/gaiji/1-84/1-84-31.png,「低」の「にんべん」に代えて「彳」、第3水準1-84-31
https://www.aozora.gr.jp/gaiji/1-93/1-93-54.png,「門＜眞」、第3水準1-93-54
https://www.aozora.gr.jp/gaiji/2-13/2-13-41.png,「てへん＋堂」、第4水準2-13-41
https://www.aozora.gr.jp/gaiji/1-87/1-87-81.png,「けものへん＋葛」、第3水準1-87-81
https://www.aozora.gr.jp/gaiji/1-86/1-86-29.png,「木＋靈」、第3水準1-86-29
https://www.aozora.gr.jp/gaiji/2-93/2-93-60.png,「魚＋是」、第4水準2-93-60
https://www.aozora.gr.jp/gaiji/2-03/2-03-48.png,「匸＜扁」、第4水準2-3-48
https://www.aozora.gr.jp/gaiji/1-94/1-94-37.png,「魚＋弗」、第3水準1-94-37
https://www.aozora.gr.jp/gaiji/2-94/2-94-60.png,「犂」の「牛」に代えて「黒の旧字」、第4水準2-94-60
https://www.aozora.gr.jp/gaiji/2-90/2-90-03.png,「しんにゅう＋黎」、第4水準2-90-3
https://www.aozora.gr.jp/gaiji/1-84/1-84-50.png,「りっしんべん＋呉」、第3水準1-84-50
https://www.aozora.gr.jp/gaiji/2-13/2-13-24.png,「てへん＋爭」、第4水準2-13-24
https://www.aozora.gr.jp/gaiji/1-89/1-89-06.png,「石＋角」、第3水準1-89-6
https://www.aozora.gr.jp/gaiji/1-84/1-84-32.png,「彳＋羊」、第3水準1-84-32
https://www.aozora.gr.jp/gaiji/1-90/1-90-29.png,「栩のつくり／廾」、第3水準1-90-29
https://www.aozora.gr.jp/gaiji/2-92/2-92-50.png,「歹＋食」、第4水準2-92-50
https://www.aozora.gr.jp/gaiji/2-93/2-93-83.png,「魚＋會」、第4水準2-93-83
https://www.aozora.gr.jp/gaiji/1-84/1-84-38.png,「りっしんべん＋刀」、第3水準1-84-38
https://www.aozora.gr.jp/gaiji/2-91/2-91-59.png,「門＜韋」、第4水準2-91-59
https://www.aozora.gr.jp/gaiji/1-90/1-90-24.png,「儡のつくり／糸」、第3水準1-90-24
https://www.aozora.gr.jp/gaiji/1-91/1-91-87.png,「ころもへん＋責」、第3水準1-91-87
https://www.aozora.gr.jp/gaiji/2-80/2-80-29.png,「けものへん＋丸」、第4水準2-80-29
https://www.aozora.gr.jp/gaiji/2-82/2-82-16.png,「夢」の「夕」に代えて「目」、第4水準2-82-16
https://www.aozora.gr.jp/gaiji/1-89/1-89-05.png,「石＋車」、第3水準1-89-5
https://www.aozora.gr.jp/gaiji/2-92/2-92-41.png,「風にょう＋（犬／（犬＋犬））」、第4水準2-92-41
https://www.aozora.gr.jp/gaiji/2-79/2-79-80.png,「（火＋火）／訊のつくり」、第4水準2-79-80
https://www.aozora.gr.jp/gaiji/1-92/1-92-48.png,「車＋隣のつくり」、第3水準1-92-48
https://www.aozora.gr.jp/gaiji/1-88/1-88-46.png,「やまいだれ＋亥」、第3水準1-88-46
https://www.aozora.gr.jp/gaiji/2-01/2-01-21.png,「にんべん」、第4水準2-1-21
https://www.aozora.gr.jp/gaiji/1-91/1-91-54.png,「虫＋夾」、第3水準1-91-54
https://www.aozora.gr.jp/gaiji/1-15/1-15-92.png,「女＋嗇」、第3水準1-15-92
https://www.aozora.gr.jp/gaiji/2-88/2-88-94.png,「艷のへん＋盍」、第4水準2-88-94
https://www.aozora.gr.jp/gaiji/2-93/2-93-34.png,「魚＋（岌－山）」、第4水準2-93-34
https://www.aozora.gr.jp/gaiji/2-90/2-90-30.png,「艷のへん＋おおざと」、第4水準2-90-30
https://www.aozora.gr.jp/gaiji/2-03/2-03-86.png,「口＋同」、第4水準2-3-86
https://www.aozora.gr.jp/gaiji/1-93/1-93-63.png,「こざとへん＋貴」、第3水準1-93-63
https://www.aozora.gr.jp/gaiji/1-88/1-88-80.png,「目＋旬」、第3水準1-88-80
https://www.aozora.gr.jp/gaiji/1-14/1-14-85.png,「咤－宀」、第3水準1-14-85
https://www.aozora.gr.jp/gaiji/1-90/1-90-32.png,「櫂のつくり」、第3水準1-90-32
https://www.aozora.gr.jp/gaiji/2-04/2-04-56.png,「菌－くさかんむり」、第4水準2-4-56
https://www.aozora.gr.jp/gaiji/1-47/1-47-57.png,「宀／眞」、第3水準1-47-57
https://www.aozora.gr.jp/gaiji/2-85/2-85-77.png,「舟＋首」、第4水準2-85-77
https://www.aozora.gr.jp/gaiji/1-87/1-87-64.png,「陷のつくり＋炎」、第3水準1-87-64
https://www.aozora.gr.jp/gaiji/1-84/1-84-71.png,「てへん＋止」、第3水準1-84-71
https://www.aozora.gr.jp/gaiji/1-15/1-15-07.png,「口＋卒」、第3水準1-15-7
https://www.aozora.gr.jp/gaiji/1-91/1-91-80.png,「ころもへん＋韋」、第3水準1-91-80
https://www.aozora.gr.jp/gaiji/1-14/1-14-62.png,「坐＋りっとう」、第3水準1-14-62、52-2
https://www.aozora.gr.jp/gaiji/1-91/1-91-44.png,「くさかんむり／（酉＋隹）／れんが」、第3水準1-91-44
https://www.aozora.gr.jp/gaiji/1-92/1-92-38.png,「足へん＋禹」、第3水準1-92-38
https://www.aozora.gr.jp/gaiji/2-04/2-04-51.png,「單＋展」、第4水準2-4-51
https://www.aozora.gr.jp/gaiji/2-79/2-79-88.png,「火＋稻のつくり」、第4水準2-79-88
https://www.aozora.gr.jp/gaiji/1-87/1-87-64.png,「諂のつくり＋炎」、第3水準1-87-64
https://www.aozora.gr.jp/gaiji/2-12/2-12-85.png,「晉＋戈」、第4水準2-12-85
https://www.aozora.gr.jp/gaiji/1-89/1-89-17.png,「龍／石」、第3水準1-89-17
https://www.aozora.gr.jp/gaiji/1-14/1-14-75.png,「鈞のつくり」、第3水準1-14-75
https://www.aozora.gr.jp/gaiji/1-88/1-88-08.png,「王＋其」、第3水準1-88-8
https://www.aozora.gr.jp/gaiji/1-89/1-89-10.png,「石＋昜」、第3水準1-89-10
https://www.aozora.gr.jp/gaiji/1-92/1-92-19.png,「言＋焦」、第3水準1-92-19
https://www.aozora.gr.jp/gaiji/1-94/1-94-05.png,「景＋頁」、第3水準1-94-5
https://www.aozora.gr.jp/gaiji/1-90/1-90-16.png,「榮」の「木」に代えて「糸」、第3水準1-90-16、90-2
https://www.aozora.gr.jp/gaiji/1-90/1-90-17.png,「糸＋兼」、第3水準1-90-17
https://www.aozora.gr.jp/gaiji/1-94/1-94-08.png,「風＋（火／（火＋火）」、第3水準1-94-8
https://www.aozora.gr.jp/gaiji/1-90/1-90-92.png,「くさかんむり／宛」、第3水準1-90-92
https://www.aozora.gr.jp/gaiji/1-89/1-89-76.png,「竹かんむり／祿」、第3水準1-89-76
https://www.aozora.gr.jp/gaiji/1-84/1-84-17.png,「研のつくり」、第3水準1-84-17
https://www.aozora.gr.jp/gaiji/1-93/1-93-66.png,「奚＋隹」、第3水準1-93-66
https://www.aozora.gr.jp/gaiji/2-79/2-79-45.png,「さんずい＋闊」、第4水準2-79-45
https://www.aozora.gr.jp/gaiji/1-86/1-86-47.png,「低のつくり」、第3水準1-86-47
https://www.aozora.gr.jp/gaiji/1-91/1-91-24.png,「くさかんむり／惠」、第3水準1-91-24
https://www.aozora.gr.jp/gaiji/2-79/2-79-06.png,「さんずい＋氣」、第4水準2-79-6
https://www.aozora.gr.jp/gaiji/2-87/2-87-81.png,「虫＋厨」、第4水準2-87-81
https://www.aozora.gr.jp/gaiji/1-94/1-94-63.png,「空＋鳥」、第3水準1-94-63
https://www.aozora.gr.jp/gaiji/1-94/1-94-27.png,「髟／兵」、第3水準1-94-27
https://www.aozora.gr.jp/gaiji/1-14/1-14-94.png,「口＋耳」、第3水準1-14-94
https://www.aozora.gr.jp/gaiji/2-04/2-04-80.png,「土へん＋守」、第4水準2-4-80
https://www.aozora.gr.jp/gaiji/2-92/2-92-73.png,「厭／（餮－殄）」、第4水準2-92-73
https://www.aozora.gr.jp/gaiji/2-93/2-93-25.png,「髟／眞」、第4水準2-93-25
https://www.aozora.gr.jp/gaiji/2-80/2-80-80.png,「琴」の「今」に代えて「木」、第4水準2-80-80
https://www.aozora.gr.jp/gaiji/1-15/1-15-02.png,「口＋多」、第3水準1-15-2
https://www.aozora.gr.jp/gaiji/2-81/2-81-42.png,「やまいだれ＋低のつくり」、第4水準2-81-42
https://www.aozora.gr.jp/gaiji/2-93/2-93-77.png,「魚＋澁のつくり」、第4水準2-93-77
